Time,Altitude,Velocity,Acceleration_m_s2,Calculated_Cd,Mach,,,
0,875,0,0,0,0,,,
0.01,875,0.0992,19.8389,0,0.000289213,,,
0.02,875.002,0.4458,49.4745,0,0.001299708,,,
0.03,875.009,1.0888,79.1397,0,0.003174344,,,
0.04,875.024,2.029,108.893,0,0.005915452,,,
0.052,875.057,3.4213,123.1617,0,0.009974636,,,
0.062,875.097,4.6559,123.7599,0,0.013574052,,,
0.072,875.149,5.8965,124.3581,0,0.017190962,,,
0.082,875.214,7.1431,124.9661,0,0.020825364,,,
0.092,875.291,8.3958,125.5643,0,0.024477551,,,
0.101,875.372,9.5283,126.1037,0,0.0277793,,,
0.111,875.473,10.7882,125.8782,0,0.031452478,,,
0.121,875.587,12.0459,125.6526,0,0.035119242,,,
0.131,875.713,13.3013,125.4271,0,0.0387793,,,
0.141,875.852,14.5544,125.2015,0,0.042432653,,,
0.151,876.004,15.8053,124.9759,0,0.046079592,,,
0.161,876.168,17.0539,124.7406,0,0.049719825,,,
0.171,876.344,18.3002,124.515,0,0.053353353,,,
0.181,876.533,19.5442,124.2895,0,0.056980175,,,
0.19,876.713,20.6619,124.0835,0,0.060238776,,,
0.2,876.926,21.9029,124.1228,0,0.063856851,,,
0.21,877.151,23.1443,124.162,0,0.067476093,,,
0.22,877.388,24.3862,124.211,0,0.071096793,,,
0.23,877.638,25.6285,124.2503,0,0.074718659,,,
0.24,877.9,26.8712,124.2895,0,0.078341691,,,
0.25,878.175,28.1143,124.3385,0,0.081965889,,,
0.26,878.462,29.3579,124.3777,0,0.085591545,,,
0.27,878.761,30.6019,124.417,0,0.089218367,,,
0.28,879.073,31.8462,124.4562,0,0.092846064,,,
0.29,879.397,33.091,124.5052,0,0.096475219,,,
0.3,879.734,34.3363,124.5445,0,0.100105831,,,
0.31,880.084,35.5819,124.5837,0,0.103737318,,,
0.32,880.445,36.8279,124.6033,0,0.107369971,,,
0.335,881.011,38.6974,124.6621,0,0.112820408,,,
0.358,881.913,41.5656,124.7504,0,0.121182507,,,
0.38,882.877,44.3111,124.8387,0,0.12918688,,,
0.414,884.443,48.5623,125.2309,0,0.14158105,,, 
0.464,887.025,54.8378,125.7899,0,0.159876968,,,
0.514,889.921,61.141,126.3391,0,0.178253644,,,
0.564,893.133,67.4712,126.8686,0,0.196709038,,,
0.614,896.662,73.8274,127.3786,0,0.215240233,,,
0.664,900.509,80.2083,127.8591,0,0.23384344,,,
0.714,904.677,86.6131,128.3298,0,0.252516327,,,
0.764,909.165,93.0403,128.7613,0,0.271254519,,,
0.814,913.975,99.4884,129.1634,0,0.290053644,,,
0.864,919.107,105.9557,129.5262,0,0.308908746,,,
0.914,924.564,112.4403,129.8597,0,0.327814286,,,
0.965,930.494,119.0707,130.1539,0,0.347144898,,,
1.015,936.609,125.5906,130.6442,0,0.366153353,,,
1.065,943.05,132.1349,131.1247,0,0.385232945,,,
1.115,949.82,138.7031,131.6052,0,0.404382216,,,
1.165,956.918,145.2966,132.1348,0,0.423605248,,,
1.215,964.347,151.9178,132.7134,0,0.442909038,,,
1.265,972.107,158.5702,133.3802,0,0.46230379,,,
1.315,980.201,165.2585,134.155,0,0.481803207,,,
1.365,988.631,171.9866,134.9689,0,0.501418659,,,
1.415,997.397,178.7567,135.8319,0,0.52115656,,,
1.465,1006.504,185.5706,136.7243,0,0.541022157,,,
1.515,1015.952,192.4283,137.5873,0,0.561015452,,,
1.565,1025.744,199.3271,138.362,0,0.581128571,,,
1.615,1035.882,206.2623,139.0485,0,0.601347813,,,
1.665,1046.368,213.2287,139.6075,0,0.621658017,,,
1.715,1057.202,220.2197,140.0292,0,0.642039942,,,
1.765,1068.387,227.2285,140.3234,0,0.662473761,,,
1.815,1079.923,234.2486,140.4803,0,0.682940525,,,
1.865,1091.809,241.2767,140.647,0,0.703430612,,,
1.915,1104.047,248.3162,140.9314,0,0.723953936,,,
1.961,1115.547,254.8083,141.3334,0,0.742881341,,,
2.004,1126.638,260.8979,141.9022,0,0.760635277,,,
2.054,1139.857,268.0123,142.677,0,0.781376968,,,
2.104,1153.433,275.1633,143.3634,0,0.802225364,,,
2.154,1167.367,282.3435,143.8439,0,0.823158892,,,
2.176,1173.685,285.5093,143.9518,0,0.83238863,,,
2.209,1183.295,290.2537,143.589,0,0.8462207,,,
2.258,1197.586,297.2713,142.8437,0,0.866680175,,,
2.308,1212.627,304.3966,142.167,0,0.887453644,,,
2.358,1228.023,311.4909,141.608,0,0.908136735,,,
2.395,1239.534,316.7275,141.4511,0,0.92340379,,,
2.434,1252.027,322.2441,141.4511,0,0.939487172,,,
2.484,1268.313,329.3209,141.6178,0,0.960119242,,,
2.534,1284.953,336.389,141.1079,0,0.980725948,,,
2.569,1297.027,341.317,140.4901,0,0.995093294,,,
2.602,1308.066,345.942,139.8134,0,1.008577259,,,
2.65,1324.893,352.6274,138.7445,0,1.028068222,,,
2.7,1342.694,359.5474,138.058,0,1.048243149,,,
2.737,1356.344,364.653,137.9207,0,1.06312828,,,
2.778,1371.395,370.3116,138.1071,0,1.079625656,,,
2.828,1390.085,377.2292,138.5974,0,1.099793586,,,
2.878,1408.826,384.1662,138.8818,0,1.120018076,,,
2.887,1412.433,385.4162,138.8916,0,1.123662391,,,
2.901,1417.867,387.3594,138.7053,0,1.129327697,,,
2.922,1426.068,390.2689,138.3914,0,1.137810204,,,
2.954,1438.487,394.69,137.9305,0,1.150699708,,,
3.001,1457.373,401.161,137.4304,0,1.169565598,,,
3.039,1472.627,406.3828,137.401,0,1.184789504,,,
3.089,1493.116,413.2551,137.4892,0,1.204825364,,,
3.139,1513.95,420.1236,137.2539,0,1.224850146,,,
3.187,1534.237,426.693,136.4693,0,1.244002915,,,
3.237,1555.74,433.4907,135.4396,0,1.263821283,,,
3.287,1577.582,440.2416,134.5963,0,1.283503207,,,
3.337,1599.76,446.9604,134.155,0,1.303091545,,,
3.387,1622.274,453.652,133.5077,0,1.322600583,,,
3.437,1645.122,460.3026,132.5173,0,1.341990087,,,
3.487,1668.3,466.9042,131.5464,0,1.361236735,,,
3.537,1691.808,473.4616,130.7521,0,1.380354519,,,
3.587,1715.643,479.9835,130.1244,0,1.399368805,,,
3.637,1739.803,486.4729,129.4478,0,1.418288338,,,
3.658,1750.065,489.1878,129.1144,0,1.426203499,,,
3.69,1765.565,493.2645,125.682,0,1.438088921,,,
3.737,1789.049,499.0483,120.4355,0,1.454951312,,,
3.787,1814.148,504.9342,115.0026,0,1.47211137,,,
3.837,1839.534,510.5502,109.6383,0,1.488484548,,,
3.887,1865.194,515.899,104.3133,0,1.504078717,,,
3.937,1891.115,520.9794,98.9001,0,1.518890379,,,
3.987,1917.283,525.7873,93.4181,0,1.53290758,,,
4.037,1943.685,530.3185,87.8284,0,1.546118076,,,
4.087,1970.306,534.5709,82.268,0,1.558515743,,,
4.137,1997.133,538.548,76.8155,0,1.570110787,,,
4.17,2015.003,541.0238,73.2361,0,1.577328863,,,
4.22,2041.958,544.6415,71.4709,0,1.587876093,,,
4.27,2069.275,548.1694,69.6468,0,1.598161516,,,
4.32,2096.767,551.5998,67.5678,0,1.608162682,,,
4.37,2124.428,554.9235,65.3809,0,1.61785277,,,
4.42,2152.252,558.1448,63.4686,0,1.627244315,,,
4.47,2180.235,561.2763,61.7917,0,1.636374052,,,
4.493,2193.35,562.6885,61.0072,0,1.640491254,,,
4.528,2213.085,564.7626,57.516,0,1.646538192,,,
4.578,2241.391,567.508,52.2989,0,1.654542274,,,
4.628,2269.828,569.9869,46.8562,0,1.661769388,,,
4.678,2298.382,572.1958,41.5017,0,1.668209329,,,
4.728,2327.039,574.1439,36.4219,0,1.673888921,,,
4.778,2355.788,575.8405,31.4401,0,1.678835277,,,
4.828,2384.615,577.2862,26.3897,0,1.683050146,,,
4.878,2413.508,578.4762,21.2118,0,1.686519534,,,
4.881,2415.238,578.5394,20.8882,0,1.68670379,,,
4.885,2417.833,578.6225,20.6528,0,1.686946064,,,
4.892,2421.726,578.7657,20.2802,0,1.687363557,,,
4.902,2427.567,578.9657,19.7212,0,1.687946647,,,
4.917,2436.333,579.2551,18.8582,0,1.688790379,,,
4.94,2449.49,579.674,17.5735,0,1.690011662,,,
4.974,2469.242,580.2392,15.671,0,1.691659475,,,
5.024,2498.271,580.9575,13.0625,0,1.693753644,,,
5.074,2527.332,581.5486,10.5814,0,1.695476968,,,
5.124,2556.42,582.0145,8.0513,0,1.696835277,,,
5.174,2585.528,582.3503,5.3839,0,1.697814286,,,
5.224,2614.649,582.5521,2.687,0,1.698402624,,,
5.274,2643.777,582.6217,0.0981,0,1.698605539,,,
5.324,2672.906,582.5619,-2.4909,0,1.698431195,,,
5.374,2702.028,582.3729,-5.07,0,1.697880175,,,
5.424,2731.138,582.0542,-7.6786,0,1.69695102,,,
5.474,2760.228,581.6038,-10.3362,0.013509,1.695637901,,,
5.483,2765.341,581.5087,-10.7971,0.02529,1.695360641,,,
5.496,2773.009,581.365,-11.3169,0.038615,1.694941691,,,
5.516,2784.508,581.1312,-12.0622,0.057796,1.694260058,,,
5.546,2801.747,580.753,-13.1507,0.085974,1.693157434,,,
5.59,2827.584,580.139,-14.759,0.127981,1.691367347,,,
5.64,2856.57,579.3532,-16.6713,0.178488,1.689076385,,,
5.69,2885.514,578.4694,-18.6817,0.232255,1.686499708,,,
5.74,2914.411,577.486,-20.6528,0.285776,1.683632653,,,
5.79,2943.257,576.4066,-22.5259,0.337528,1.680485714,,,
5.84,2972.047,575.2374,-24.242,0.385933,1.677076968,,,
5.89,3000.776,573.9782,-26.1249,0.439672,1.673405831,,,
5.94,3029.44,572.6229,-28.0862,0.496523,1.669454519,,,
5.99,3058.034,571.1703,-30.0182,0.553654,1.665219534,,,
6.04,3086.552,569.6233,-31.8618,0.609485,1.660709329,,,
6.09,3114.991,567.9839,-33.7153,0.666751,1.655929738,,,
6.137,3141.555,566.3573,-35.5001,0.722902,1.651187464,,,
6.187,3169.826,564.5134,-38.2557,0.808356,1.645811662,,,
6.237,3198.001,562.5337,-40.933,0.89362,1.640039942,,,
6.287,3226.074,560.4201,-43.6102,0.981051,1.633877843,,,
6.322,3245.661,558.8615,-45.4538,1.042736,1.629333819,,,
6.372,3273.546,556.5964,-45.1498,1.0457,1.622730029,,,
6.422,3301.318,554.345,-44.9047,1.050324,1.616166181,,,
6.472,3328.977,552.1074,-44.6006,1.053105,1.609642566,,,
6.522,3356.526,549.8847,-44.3064,1.056076,1.603162391,,,
6.572,3383.963,547.6775,-43.9828,1.05803,1.596727405,,,
6.622,3411.291,545.4887,-43.5709,1.057077,1.590346064,,,
6.672,3438.51,543.3177,-43.2669,1.059334,1.584016618,,,
6.722,3465.62,541.1583,-43.11,1.066193,1.577720991,,,
6.772,3492.623,539.0077,-42.9139,1.071789,1.57145102,,,
6.822,3519.518,536.8706,-42.5707,1.072526,1.565220408,,,
6.872,3546.307,534.7516,-42.1882,1.071797,1.559042566,,,
6.922,3572.991,532.65,-41.8744,1.073166,1.552915452,,,
6.972,3599.57,530.5615,-41.6685,1.078051,1.546826531,,,
7.022,3626.044,528.482,-41.5115,1.084573,1.540763848,,,
7.072,3652.415,526.413,-41.2468,1.087354,1.534731778,,,
7.122,3678.683,524.3602,-40.8643,1.085904,1.528746939,,,
7.172,3704.849,522.3253,-40.5309,1.085971,1.522814286,,,
7.222,3730.913,520.3047,-40.2955,1.089374,1.516923324,,,
7.272,3756.876,518.2941,-40.1288,1.095179,1.511061516,,,
7.322,3782.74,516.2921,-39.9523,1.100608,1.505224781,,,
7.372,3808.503,514.3006,-39.7071,1.103467,1.499418659,,,
7.422,3834.167,512.3235,-39.3737,1.102925,1.493654519,,,
7.472,3859.733,510.3627,-39.0599,1.102932,1.487937901,,,
7.522,3885.201,508.4163,-38.7951,1.104638,1.482263265,,,
7.572,3910.572,506.482,-38.5794,1.108111,1.476623907,,,
7.622,3935.846,504.5577,-38.393,1.112652,1.471013703,,,
7.672,3961.025,502.6419,-38.2361,1.118303,1.46542828,,,
7.722,3986.108,500.7348,-38.0498,1.122761,1.459868222,,,
7.772,4011.096,498.8401,-37.736,1.122029,1.454344315,,,
7.822,4035.989,496.9612,-37.4222,1.121106,1.448866472,,,
7.872,4060.789,495.0969,-37.1476,1.121601,1.443431195,,,
7.922,4085.496,493.2432,-37.0005,1.127239,1.438026822,,,
7.972,4110.111,491.3966,-36.8632,1.13327,1.432643149,,,
8.022,4134.633,489.5594,-36.6278,1.13513,1.42728688,,,
8.072,4159.064,487.7341,-36.3827,1.13645,1.421965306,,,
8.122,4183.404,485.9213,-36.1277,1.137212,1.416680175,,,
8.172,4207.654,484.1211,-35.8825,1.138257,1.411431778,,,
8.222,4231.813,482.3299,-35.7649,1.144801,1.406209621,,,
8.272,4255.884,480.5436,-35.6864,1.153102,1.401001749,,,
8.322,4279.865,478.7659,-35.4216,1.153045,1.39581895,,,
8.372,4303.758,477.0042,-35.049,1.147901,1.390682799,,,
8.422,4327.563,475.2581,-34.794,1.147881,1.385592128,,,
8.472,4351.281,473.5211,-34.6861,1.154543,1.380527988,,,
8.522,4374.912,471.7882,-34.6273,1.16352,1.375475802,,,
8.572,4398.457,470.0611,-34.4606,1.167442,1.370440525,,,
8.622,4421.916,468.3454,-34.1664,1.165189,1.365438484,,,
8.672,4445.289,466.6444,-33.8722,1.162717,1.3604793,,,
8.722,4468.578,464.956,-33.6662,1.16434,1.355556851,,,
8.772,4491.782,463.2758,-33.5387,1.169723,1.350658309,,,
8.822,4514.903,461.6023,-33.4014,1.174595,1.3457793,,,
8.872,4537.94,459.9357,-33.2642,1.17943,1.340920408,,,
8.922,4560.894,458.2766,-33.0974,1.182732,1.336083382,,,
8.972,4583.765,456.6289,-32.8131,1.179907,1.331279592,,,
9.022,4606.554,454.9944,-32.5679,1.178893,1.326514286,,,
9.072,4629.261,453.3694,-32.4306,1.183354,1.321776676,,,
9.122,4651.888,451.7513,-32.2933,1.187771,1.317059184,,,
9.172,4674.434,450.1391,-32.1952,1.19424,1.312358892,,,
9.222,4696.899,448.5323,-32.0776,1.199657,1.307674344,,,
9.272,4719.284,446.9348,-31.8226,1.197565,1.30301691,,,
9.322,4741.59,445.35,-31.5676,1.195267,1.298396501,,,
9.372,4763.816,443.7765,-31.3715,1.196032,1.293809038,,,
9.422,4785.965,442.2104,-31.2734,1.202169,1.289243149,,,
9.472,4808.035,440.6482,-31.2146,1.210529,1.28468863,,,
9.522,4830.027,439.0912,-31.0675,1.213889,1.280149271,,,
9.572,4851.941,437.5432,-30.8517,1.213212,1.275636152,,,
9.622,4873.778,436.0062,-30.6262,1.211795,1.271155102,,,
9.672,4895.539,434.4801,-30.4202,1.211349,1.266705831,,,
9.722,4917.224,432.9625,-30.2829,1.214827,1.262281341,,,
9.772,4938.833,431.4501,-30.2143,1.222361,1.257872012,,,
9.822,4960.366,429.9423,-30.0966,1.226955,1.253476093,,,
9.872,4981.824,428.4429,-29.8809,1.22551,1.249104665,,,
9.922,5003.207,426.953,-29.7141,1.226912,1.244760933,,,
9.972,5024.517,425.4702,-29.5965,1.231258,1.240437901,,,
10.022,5045.752,423.9936,-29.469,1.234943,1.236132945,,,
10.072,5066.913,422.5245,-29.2925,1.235454,1.231849854,,,
10.122,5088.001,421.0656,-29.0669,1.232685,1.227596501,,,
10.172,5109.017,419.6161,-28.91,1.234151,1.223370554,,,
10.222,5129.96,418.1721,-28.8512,1.241917,1.219160641,,,
10.272,5150.831,416.731,-28.7923,1.249723,1.214959184,,,
10.322,5171.631,415.2939,-28.6943,1.254955,1.210769388,,,
10.372,5192.358,413.8653,-28.4491,1.250276,1.206604373,,,
10.422,5213.014,412.4489,-28.2039,1.245345,1.202474927,,,
10.472,5233.6,411.041,-28.1157,1.250902,1.198370262,,,
10.522,5254.116,409.6369,-28.047,1.257801,1.194276676,,,
10.572,5274.561,408.2377,-27.9195,1.260615,1.190197376,,,
10.622,5294.937,406.8462,-27.743,1.2599,1.186140525,,,
10.672,5315.243,405.4622,-27.6155,1.262512,1.182105539,,,
10.722,5335.48,404.0824,-27.5763,1.271372,1.178082799,,,
10.772,5355.648,402.7048,-27.5273,1.279586,1.174066472,,,
10.822,5375.748,401.3321,-27.3802,1.280684,1.170064431,,,
10.872,5395.779,399.9683,-27.1742,1.277329,1.166088338,,,
10.922,5415.742,398.613,-27.0369,1.278864,1.162137026,,,
10.972,5435.637,397.2614,-27.0271,1.289863,1.158196501,,,
11.022,5455.465,395.91,-27.0271,1.301716,1.15425656,,,
11.072,5475.225,394.5597,-26.9879,1.3107,1.150319825,,,
11.122,5494.918,393.2134,-26.8604,1.312936,1.146394752,,,
11.172,5514.544,391.8736,-26.7329,1.31508,1.14248863,,,
11.222,5534.102,390.5384,-26.6741,1.322525,1.138595918,,,
11.272,5553.594,389.2067,-26.5956,1.328439,1.134713411,,,
11.322,5573.02,387.8779,-26.5564,1.337485,1.130839359,,,
11.372,5592.379,386.5506,-26.5368,1.348176,1.126969679,,,
11.422,5611.672,385.2254,-26.4681,1.354969,1.123106122,,,
11.472,5630.899,383.9042,-26.3799,1.360158,1.119254227,,,
11.522,5650.06,382.5862,-26.3407,1.369388,1.115411662,,,
11.572,5669.155,381.2709,-26.272,1.376215,1.111576968,,,
11.622,5688.184,379.9598,-26.1739,1.380564,1.107754519,,,
11.672,5707.148,378.6511,-26.1739,1.393228,1.103939067,,,
11.722,5726.046,377.3414,-26.2132,1.409409,1.1001207,,,
11.772,5744.879,376.0315,-26.1838,1.419842,1.096301749,,,
11.822,5763.646,374.7255,-26.0563,1.421763,1.092494169,,,
11.872,5782.348,373.4263,-25.9092,1.421837,1.088706414,,,
11.922,5800.986,372.1328,-25.8307,1.427891,1.084935277,,,
11.972,5819.559,370.8415,-25.8209,1.440115,1.081170554,,,
12.022,5838.067,369.55,-25.8405,1.45514,1.077405248,,,
12.072,5856.511,368.2582,-25.8307,1.467652,1.073639067,,,
12.122,5874.89,366.9684,-25.7621,1.474841,1.069878717,,,
12.172,5893.205,365.6832,-25.6444,1.477451,1.066131778,,,
12.222,5911.455,364.404,-25.5267,1.479961,1.062402332,,,
12.272,5929.642,363.1293,-25.4581,1.487039,1.058686006,,,
12.322,5947.765,361.8567,-25.4483,1.499774,1.054975802,,,
12.372,5965.825,360.5848,-25.4286,1.511688,1.051267638,,,
12.422,5983.821,359.3158,-25.3306,1.516033,1.04756793,,,
12.472,6001.753,358.0512,-25.2521,1.522253,1.04388105,,,
12.522,6019.623,356.7911,-25.1541,1.526498,1.040207289,,,
12.572,6037.43,355.5351,-25.0854,1.533635,1.036545481,,,
12.622,6055.174,354.2818,-25.0462,1.543759,1.032891545,,,
12.672,6072.855,353.0319,-24.9481,1.547921,1.029247522,,,
12.722,6090.474,351.7865,-24.8697,1.554042,1.025616618,,,
12.772,6108.031,350.5447,-24.801,1.56116,1.02199621,,,
12.822,6125.526,349.3069,-24.7128,1.56621,1.018387464,,,
12.872,6142.959,348.0732,-24.6343,1.572252,1.014790671,,,
12.922,6160.33,346.8442,-24.5264,1.575109,1.01120758,,,
12.972,6177.64,345.6215,-24.3793,1.573623,1.007642857,,,
13.022,6194.889,344.405,-24.2813,1.577292,1.00409621,,,
13.072,6212.078,343.1919,-24.242,1.587364,1.000559475,,,
13.122,6229.206,341.9813,-24.1832,1.595318,0.997030029,,,
13.172,6246.273,340.7739,-24.1146,1.602186,0.993509913,,,
13.222,6263.28,339.5708,-24.0067,1.6046,0.990002332,,,
13.272,6280.227,338.3751,-23.8204,1.597939,0.986516327,,,
13.322,6297.115,337.1883,-23.6536,1.593226,0.983056268,,,
13.372,6313.943,336.0088,-23.5262,1.59281,0.979617493,,,
13.422,6330.713,334.8347,-23.4379,1.596829,0.976194461,,,
13.472,6347.424,333.6635,-23.4085,1.607745,0.972779883,,,
13.522,6364.076,332.4953,-23.3202,1.611711,0.969374052,,,
13.572,6380.67,331.3325,-23.1927,1.610874,0.965983965,,,
13.622,6397.207,330.1763,-23.0554,1.608664,0.96261312,,,
13.672,6413.685,329.0274,-22.8985,1.603839,0.959263557,,,
13.722,6430.106,327.8862,-22.7514,1.599965,0.955936443,,,
13.772,6446.471,326.7513,-22.6436,1.600751,0.952627697,,,
13.822,6462.779,325.6233,-22.4768,1.593983,0.949339067,,,
13.872,6479.03,324.5039,-22.3003,1.585667,0.94607551,,,
13.922,6495.226,323.3913,-22.2023,1.587085,0.942831778,,,
13.972,6511.367,322.2829,-22.1336,1.592192,0.939600292,,,
14.022,6527.452,321.1787,-22.0355,1.593417,0.93638105,,,
14.072,6543.482,320.0811,-21.8688,1.585479,0.93318105,,,
14.122,6559.457,318.9925,-21.6727,1.573316,0.930007289,,,
14.172,6575.378,317.9141,-21.4668,1.559436,0.926863265,,,
14.222,6591.245,316.8449,-21.3,1.550422,0.923746064,,,
14.272,6607.059,315.7836,-21.1529,1.543754,0.920651895,,,
14.322,6622.821,314.7286,-21.0451,1.542202,0.917576093,,,
14.372,6638.529,313.6783,-20.9666,1.544561,0.914513994,,,
14.422,6654.186,312.6327,-20.8587,1.542719,0.911465598,,,
14.472,6669.79,311.5947,-20.6626,1.528258,0.908439359,,,
14.522,6685.342,310.5672,-20.4371,1.509183,0.905443732,,,
14.572,6700.844,309.5512,-20.2017,1.488183,0.902481633,,,
14.622,6716.294,308.5458,-20.0154,1.473725,0.899550437,,,
14.672,6731.695,307.5477,-19.9075,1.470294,0.896640525,,,
14.722,6747.046,306.5531,-19.8781,1.478207,0.893740816,,,
14.772,6762.347,305.5594,-19.8683,1.489067,0.890843732,,,
14.822,6777.599,304.5672,-19.8192,1.494159,0.88795102,,,
14.872,6792.801,303.5789,-19.7114,1.490363,0.885069679,,,
14.922,6807.954,302.5973,-19.5545,1.47892,0.882207872,,,
14.972,6823.058,301.6225,-19.4368,1.47314,0.879365889,,,
15.022,6838.113,300.6524,-19.3681,1.474703,0.876537609,,,
15.072,6853.12,299.6852,-19.3191,1.479235,0.873717784,,,
15.122,6868.079,298.7205,-19.2701,1.483739,0.870905248,,,
15.172,6882.99,297.758,-19.2308,1.489768,0.868099125,,,
15.222,6897.852,296.7986,-19.1426,1.487972,0.865302041,,,
15.272,6912.667,295.8447,-19.0151,1.479709,0.862520991,,,
15.322,6927.434,294.8961,-18.9268,1.477535,0.859755394,,,
15.372,6942.153,293.952,-18.8386,1.475203,0.857002915,,,
15.422,6956.826,293.0115,-18.7797,1.477564,0.854260933,,,
15.472,6971.451,292.0731,-18.7601,1.486379,0.851525073,,,
15.522,6986.03,291.1368,-18.6915,1.487034,0.848795335,,,
15.572,7000.562,290.2044,-18.6032,1.484273,0.846076968,,,
15.622,7015.048,289.2764,-18.515,1.481345,0.843371429,,,
15.672,7029.487,288.3524,-18.4463,1.481617,0.840677551,,,
15.722,7043.88,287.4318,-18.3777,1.481782,0.837993586,,,
15.772,7058.227,286.5144,-18.3188,1.483551,0.83531895,,,
15.822,7072.529,285.5994,-18.2796,1.488694,0.832651312,,,
15.872,7086.784,284.6869,-18.2208,1.490346,0.829990962,,,
15.922,7100.994,283.7779,-18.1423,1.48841,0.827340816,,,
15.972,7115.159,282.8729,-18.054,1.484559,0.824702332,,,
16.022,7129.279,281.9722,-17.9756,1.482307,0.822076385,,,
16.072,7143.353,281.0751,-17.9069,1.481699,0.819460933,,,
16.122,7157.383,280.1818,-17.8285,1.479161,0.81685656,,,
16.172,7171.368,279.2916,-17.7795,1.481942,0.814261224,,,
16.222,7185.309,278.4033,-17.75,1.488349,0.811671429,,,
16.272,7199.206,277.5168,-17.7108,1.492916,0.80908688,,,
16.322,7213.058,276.6327,-17.652,1.493721,0.806509329,,,
16.372,7226.866,275.7514,-17.6029,1.496317,0.803939942,,,
16.422,7240.63,274.8727,-17.5441,1.496956,0.801378134,,,
16.472,7254.351,273.9972,-17.4755,1.495584,0.798825656,,,
16.522,7268.027,273.1261,-17.3676,1.486357,0.796286006,,,
16.572,7281.66,272.2609,-17.2401,1.472957,0.793763557,,,
16.622,7295.25,271.4016,-17.1322,1.463126,0.791258309,,,
16.672,7308.798,270.5475,-17.0342,1.454985,0.788768222,,,
16.722,7322.302,269.6975,-16.9655,1.452571,0.786290087,,,
16.772,7335.764,268.8502,-16.9263,1.456035,0.783819825,,,
16.822,7349.184,268.0036,-16.9361,1.469585,0.781351603,,,
16.872,7362.562,267.1558,-16.9753,1.489406,0.778879883,,,
16.922,7375.897,266.3075,-16.9557,1.497156,0.776406706,,,
16.972,7389.19,265.4625,-16.8478,1.486291,0.773943149,,,
17.022,7402.44,264.624,-16.6909,1.464675,0.771498542,,,
17.072,7415.649,263.7941,-16.5046,1.436243,0.769079009,,,
17.122,7428.817,262.973,-16.3379,1.411439,0.766685131,,,
17.172,7441.944,262.1591,-16.2202,1.396783,0.764312245,,,
17.222,7455.03,261.3493,-16.1712,1.396856,0.761951312,,,
17.272,7468.076,260.5405,-16.181,1.40987,0.759593294,,,
17.322,7481.081,259.7302,-16.23,1.431782,0.757230904,,,
17.372,7494.046,258.9185,-16.2398,1.445176,0.754864431,,,
17.422,7506.97,258.1067,-16.23,1.454273,0.752497668,,,
17.472,7519.854,257.2972,-16.1516,1.447757,0.750137609,,,
17.522,7532.697,256.4923,-16.0437,1.434255,0.747790962,,,
17.572,7545.5,255.6928,-15.9358,1.420414,0.745460058,,,
17.622,7558.263,254.899,-15.8181,1.403939,0.743145773,,,
17.672,7570.987,254.1108,-15.7103,1.389391,0.740847813,,,
17.722,7583.672,253.3275,-15.622,1.379153,0.73856414,,,
17.772,7596.317,252.5478,-15.5632,1.375686,0.736290962,,,
17.822,7608.923,251.7699,-15.5533,1.383893,0.734023032,,,
17.872,7621.491,250.9925,-15.5435,1.39216,0.73175656,,,
17.922,7634.02,250.2153,-15.5435,1.402888,0.729490671,,,
17.972,7646.51,249.4381,-15.5435,1.413719,0.727224781,,,
18.022,7658.961,248.6622,-15.4945,1.412465,0.724962682,,,
18.072,7671.373,247.8897,-15.4062,1.401272,0.722710496,,,
18.122,7683.747,247.1218,-15.3082,1.387319,0.72047172,,,
18.172,7696.082,246.3581,-15.2395,1.380517,0.71824519,,,
18.222,7708.379,245.5984,-15.1513,1.368484,0.716030321,,,
18.272,7720.639,244.8432,-15.0532,1.353624,0.713828571,,,
18.322,7732.861,244.0913,-15.0238,1.356288,0.711636443,,,
18.372,7745.045,243.3404,-15.014,1.364061,0.70944723,,,
18.422,7757.192,242.5897,-15.014,1.374479,0.707258601,,,
18.472,7769.301,241.839,-15.014,1.384997,0.705069971,,,
18.522,7781.373,241.0888,-14.9944,1.390354,0.702882799,,,
18.572,7793.407,240.34,-14.9551,1.390419,0.700699708,,,
18.622,7805.404,239.5945,-14.8669,1.377043,0.698526239,,,
18.672,7817.364,238.8531,-14.7884,1.366043,0.696364723,,,
18.722,7829.286,238.1149,-14.7394,1.362908,0.694212536,,,
18.772,7841.172,237.3799,-14.6609,1.351439,0.692069679,,,
18.822,7853.021,236.6486,-14.5923,1.342445,0.689937609,,,
18.872,7864.834,235.9199,-14.5531,1.341541,0.68781312,,,
18.922,7876.61,235.1928,-14.5335,1.346135,0.685693294,,,
18.972,7888.35,234.4666,-14.5138,1.350731,0.683576093,,,
19.022,7900.054,233.7414,-14.4942,1.355327,0.681461808,,,
19.072,7911.722,233.0174,-14.4648,1.357065,0.67935102,,,
19.122,7923.353,232.2949,-14.4354,1.358753,0.677244606,,,
19.172,7934.948,231.5741,-14.3962,1.357489,0.675143149,,,
19.222,7946.507,230.8555,-14.3471,1.353198,0.673048105,,,
19.272,7958.031,230.1399,-14.2785,1.34286,0.670961808,,,
19.322,7969.519,229.4277,-14.2098,1.332267,0.668885423,,,
19.372,7980.971,228.7184,-14.1608,1.327402,0.666817493,,,
