Time,Altitude,Vertical acceleration,Lateral acceleration
333.339,1108.489,-9.18E-04,0.031
333.591,1107.243,-3.06E-04,0.004
333.844,1105.998,4.08E-04,0.023
334.096,1104.752,7.14E-04,0.042
334.348,1103.507,0.008,0.13
334.6,1102.265,0.005,0.163
334.853,1101.022,-0.007,0.113
335.107,1099.775,-0.005,0.052
335.36,1098.529,-7.14E-04,0.031
335.612,1097.284,0.002,0.066
335.864,1096.041,-5.10E-04,0.056
336.117,1094.796,0.005,0.11
336.369,1093.554,-0.005,0.045
336.622,1092.308,0.001,0.067
336.874,1091.065,-0.001,0.036
337.126,1089.821,8.16E-04,0.052
337.378,1088.578,-9.71E-05,0.047
337.63,1087.335,0.001,0.069
337.882,1086.092,-0.001,0.045
338.135,1084.849,0.001,0.068
338.387,1083.607,-7.14E-04,0.054
338.639,1082.364,0.02,0.212
338.891,1081.128,-0.014,0.118
339.145,1079.881,-0.006,0.039
339.398,1078.637,-6.12E-04,4.08E-04
339.65,1077.395,0.003,0.074
339.902,1076.154,-0.002,0.034
340.154,1074.912,0.004,0.099
340.406,1073.671,-0.004,0.048
340.658,1072.429,8.16E-04,0.06
340.91,1071.188,0.002,0.08
341.162,1069.947,-0.002,0.043
341.414,1068.706,0.004,0.097
341.666,1067.466,-0.001,0.084
341.918,1066.225,0.009,0.158
342.171,1064.987,-0.012,0.029
342.424,1063.743,0.004,0.097
342.675,1062.505,-2.04E-04,0.094
342.928,1061.264,-0.002,0.072
343.18,1060.024,0.001,0.085
343.432,1058.785,-0.002,0.052
343.684,1057.544,0.005,0.11
343.936,1056.306,-0.005,0.04
344.188,1055.065,0.002,0.068
344.44,1053.827,5.10E-04,0.073
344.691,1052.588,-0.002,0.041
344.943,1051.348,6.91E-06,0.038
345.443,1048.887,0.012,0.161
345.695,1047.652,-0.012,0.014
345.948,1046.41,0.003,0.081
346.199,1045.173,-0.003,8.16E-04
346.451,1043.934,2.04E-04,0.009
346.702,1042.696,2.04E-04,0.014
346.954,1041.458,0.004,0.087
347.205,1040.222,-0.001,0.069
347.457,1038.984,-0.001,0.048
347.709,1037.747,0.005,0.112
347.96,1036.511,-0.006,0.017
348.212,1035.272,0.004,0.087
348.464,1034.037,-0.004,0.014
348.715,1032.799,0.001,0.045
348.967,1031.563,0.002,0.076
349.218,1030.327,-0.003,0.01
349.47,1029.09,0.003,0.071
349.721,1027.854,-0.002,0.005
349.972,1026.618,0.002,0.061
350.224,1025.383,-0.001,0.025
350.475,1024.146,-2.04E-04,0.003
350.726,1022.911,2.04E-04,0.017
350.977,1021.676,0.001,0.046
351.229,1020.441,7.14E-04,0.057
351.48,1019.206,-6.12E-04,0.043
351.731,1017.971,0.001,0.065
351.982,1016.736,-8.16E-04,0.048
352.234,1015.502,0.013,0.172
352.485,1014.271,-0.014,0.011
352.738,1013.032,3.06E-04,0.022
352.989,1011.798,0.002,0.07
353.24,1010.565,0.002,0.096
353.491,1009.332,0.002,0.11
353.743,1008.098,0.01,0.182
353.994,1006.868,-0.016,0.026
354.247,1005.63,0.003,0.081
354.498,1004.397,8.16E-04,0.089
354.75,1003.164,-0.004,0.008
355.001,1001.93,0.007,0.122
355.252,1000.7,-0.006,0.044
355.504,999.465,0.014,0.175
355.755,998.237,-0.014,0.026
356.008,997,0.008,0.128
356.259,995.77,0.003,0.147
356.51,994.539,-0.009,0.06
356.763,993.304,-0.002,7.14E-04
357.014,992.071,1.02E-04,6.41E-05
357.264,990.84,0.004,0.088
357.515,989.61,0.003,0.116
357.766,988.379,-0.007,4.08E-04
358.018,987.146,1.02E-04,0.001
358.269,985.915,0.001,0.046
358.519,984.684,-8.16E-04,0.013
358.77,983.453,0.01,0.144
359.021,982.226,-0.009,0.043
359.273,980.993,-8.16E-04,0.001
359.523,979.762,0.004,0.085
359.774,978.533,0.002,0.107
360.025,977.304,-0.006,0.015
360.276,976.072,0.003,0.08
360.527,974.843,-0.003,0.004
360.778,973.613,2.04E-04,0.012
361.029,972.384,0.006,0.109
361.279,971.156,0.003,0.136
361.53,969.928,-0.007,0.07
361.782,968.697,-0.002,0.038
362.033,967.468,4.08E-04,0.044
362.283,966.239,-4.08E-04,0.031
362.534,965.011,0.005,0.1
362.784,963.784,-0.005,0.004
363.035,962.554,0.002,0.061
363.286,961.327,0.004,0.108
363.536,960.1,-0.004,0.06
363.788,958.871,-0.002,0.013
364.038,957.643,4.31E-05,0.002
364.288,956.416,0.006,0.112
364.539,955.191,-0.005,0.045
364.79,953.962,0.003,0.09
365.04,952.736,-0.004,0.008
365.291,951.508,0.006,0.105
365.541,950.283,-0.004,0.049
365.792,949.055,0.001,0.069
366.043,947.829,0.002,0.093
366.293,946.604,-0.004,0.024
366.544,945.377,0.009,0.134
366.794,944.153,-0.006,0.074
367.045,942.926,0.011,0.17
367.296,941.704,-0.013,0.04
367.548,940.474,7.14E-04,0.052
367.798,939.249,-0.001,0.018
368.048,938.024,4.08E-04,0.03
368.298,936.799,-3.06E-04,0.008
368.549,935.574,9.45E-05,0.002
368.799,934.349,2.04E-04,0.01
369.049,933.125,0.007,0.117
369.299,931.902,-0.007,0.009
369.55,930.676,9.18E-04,0.041
369.8,929.452,-6.12E-04,0.014
370.05,928.228,0.005,0.098
370.3,927.006,-0.004,0.013
370.55,925.781,0.003,0.073
370.8,924.558,8.16E-04,0.082
371.05,923.335,-0.003,0.021
371.301,922.111,-1.02E-04,0.001
371.551,920.888,0.007,0.114
371.801,919.667,0.017,0.219
372.051,918.449,-0.022,0.044
372.304,917.22,-5.10E-04,0.02
372.554,915.997,0.001,0.053
372.804,914.776,-9.18E-04,0.027
373.054,913.553,1.02E-04,0.028
373.304,912.331,0.002,0.073
373.553,911.11,0.014,0.188
373.803,909.893,-0.015,0.062
374.055,908.667,-0.001,0.036
374.305,907.445,5.76E-05,0.034
374.555,906.224,9.18E-04,0.052
374.805,905.003,0.004,0.105
375.055,903.783,-0.005,0.023
375.305,902.561,0.006,0.112
375.555,901.342,-0.005,0.05
375.805,900.12,-9.59E-05,0.046
376.055,898.9,-6.12E-04,0.025
376.305,897.679,0.003,0.083
376.554,896.46,5.10E-04,0.088
376.804,895.24,-0.003,0.042
377.054,894.02,0.001,0.06
377.304,892.801,-0.002,0.005
377.554,891.581,8.16E-04,0.039
377.803,890.362,-6.12E-04,0.004
378.053,889.142,0.007,0.122
378.302,887.925,-0.006,0.057
378.553,886.705,-0.001,0.024
378.802,885.486,0.004,0.089
379.052,884.268,5.10E-04,0.093
379.302,883.05,0.006,0.141
379.552,881.833,0.001,0.15
379.802,880.616,-0.007,0.091
380.053,879.396,-0.003,0.034
380.303,878.177,0.007,0.121
380.552,876.961,-0.003,0.096
380.955,875,-0.002,0.035
